Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
a driver has thought about those deer that many pictures look like *T* .,-19.952014133751643,-299.28021200627467,good,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram6,-19.952014133751643,-20.401398132991176,TRUE
a driver has thought about what many pictures look like those deer .,-20.401398132991176,-285.61957386187646,bad,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram6,-19.952014133751643,-20.401398132991176,TRUE
a driver has thought about those deer that many pictures look like *T* .,-19.94817603649211,-299.2226405473817,good,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram7,-19.94817603649211,-20.43204122403741,TRUE
a driver has thought about what many pictures look like those deer .,-20.43204122403741,-286.0485771365237,bad,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram7,-19.94817603649211,-20.43204122403741,TRUE
a driver has thought about those deer that many pictures look like *T* .,-19.92560494865792,-298.88407422986876,good,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram8,-19.92560494865792,-20.543384374976704,TRUE
a driver has thought about what many pictures look like those deer .,-20.543384374976704,-287.60738124967384,bad,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram8,-19.92560494865792,-20.543384374976704,TRUE
a driver has thought about those deer that many pictures look like *T* .,-19.991186359412968,-299.86779539119453,good,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram9,-19.991186359412968,-20.6623597231118,TRUE
a driver has thought about what many pictures look like those deer .,-20.6623597231118,-289.27303612356525,bad,wh_questions_object_gap,3,syntax,filler_gap_dependency,bigram9,-19.991186359412968,-20.6623597231118,TRUE
Name discovers what Name found the picture .,-19.49131824749749,-175.42186422747744,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram1,-18.70413248784077,-19.49131824749749,TRUE
Name discovers the picture that Name found *T* .,-18.70413248784077,-187.0413248784077,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram1,-18.70413248784077,-19.49131824749749,TRUE
Name discovers what Name found the picture .,-19.56207338897681,-176.05866050079126,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram10,-18.88678727743873,-19.56207338897681,TRUE
Name discovers the picture that Name found *T* .,-18.88678727743873,-188.86787277438737,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram10,-18.88678727743873,-19.56207338897681,TRUE
Name discovers what Name found the picture .,-19.458799003125144,-175.1291910281263,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram2,-18.6954057762642,-19.458799003125144,TRUE
Name discovers the picture that Name found *T* .,-18.6954057762642,-186.95405776264204,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram2,-18.6954057762642,-19.458799003125144,TRUE
Name discovers what Name found the picture .,-19.454450977553776,-175.090058797984,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram3,-18.749508603487907,-19.454450977553776,TRUE
Name discovers the picture that Name found *T* .,-18.749508603487907,-187.49508603487908,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram3,-18.749508603487907,-19.454450977553776,TRUE
Name discovers what Name found the picture .,-19.568953396051235,-176.1205805644611,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram4,-18.77591430162773,-19.568953396051235,TRUE
Name discovers the picture that Name found *T* .,-18.77591430162773,-187.75914301627728,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram4,-18.77591430162773,-19.568953396051235,TRUE
Name discovers what Name found the picture .,-19.42681752454284,-174.84135772088555,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram5,-18.61660072003713,-19.42681752454284,TRUE
Name discovers the picture that Name found *T* .,-18.61660072003713,-186.16600720037135,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram5,-18.61660072003713,-19.42681752454284,TRUE
Name discovers what Name found the picture .,-19.643202493856663,-176.78882244471,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram6,-18.76665587107751,-19.643202493856663,TRUE
Name discovers the picture that Name found *T* .,-18.76665587107751,-187.66655871077512,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram6,-18.76665587107751,-19.643202493856663,TRUE
Name discovers what Name found the picture .,-19.758754592369385,-177.82879133132448,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram7,-18.791971350688222,-19.758754592369385,TRUE
Name discovers the picture that Name found *T* .,-18.791971350688222,-187.9197135068822,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram7,-18.791971350688222,-19.758754592369385,TRUE
Name discovers what Name found the picture .,-19.483861144728948,-175.35475030256052,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram8,-18.658413756797707,-19.483861144728948,TRUE
Name discovers the picture that Name found *T* .,-18.658413756797707,-186.58413756797705,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram8,-18.658413756797707,-19.483861144728948,TRUE
Name discovers what Name found the picture .,-19.61632764335461,-176.5469487901915,bad,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram9,-18.733435313576315,-19.61632764335461,TRUE
Name discovers the picture that Name found *T* .,-18.733435313576315,-187.33435313576317,good,wh_questions_object_gap,330,syntax,filler_gap_dependency,bigram9,-18.733435313576315,-19.61632764335461,TRUE
Name should think about what Name can have every dish .,-19.627901737086876,-235.53482084504247,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram1,-18.820186799972536,-19.627901737086876,TRUE
Name should think about every dish that Name can have *T* .,-18.820186799972536,-244.66242839964298,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram1,-18.820186799972536,-19.627901737086876,TRUE
Name should think about what Name can have every dish .,-19.66623205271823,-235.99478463261875,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram10,-18.90693777743768,-19.66623205271823,TRUE
Name should think about every dish that Name can have *T* .,-18.90693777743768,-245.7901911066898,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram10,-18.90693777743768,-19.66623205271823,TRUE
Name should think about what Name can have every dish .,-19.74686416182855,-236.9623699419426,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram2,-18.97954810307683,-19.74686416182855,TRUE
Name should think about every dish that Name can have *T* .,-18.97954810307683,-246.7341253399988,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram2,-18.97954810307683,-19.74686416182855,TRUE
Name should think about what Name can have every dish .,-19.56071755792707,-234.72861069512484,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram3,-18.86427058046455,-19.56071755792707,TRUE
Name should think about every dish that Name can have *T* .,-18.86427058046455,-245.23551754603912,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram3,-18.86427058046455,-19.56071755792707,TRUE
Name should think about what Name can have every dish .,-19.70716493388625,-236.48597920663502,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram4,-19.015516116844125,-19.70716493388625,TRUE
Name should think about every dish that Name can have *T* .,-19.015516116844125,-247.20170951897362,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram4,-19.015516116844125,-19.70716493388625,TRUE
Name should think about what Name can have every dish .,-19.612484063304965,-235.3498087596596,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram5,-18.787807602451487,-19.612484063304965,TRUE
Name should think about every dish that Name can have *T* .,-18.787807602451487,-244.2414988318693,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram5,-18.787807602451487,-19.612484063304965,TRUE
Name should think about what Name can have every dish .,-19.66118569278425,-235.934228313411,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram6,-18.818618429079525,-19.66118569278425,TRUE
Name should think about every dish that Name can have *T* .,-18.818618429079525,-244.64203957803383,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram6,-18.818618429079525,-19.66118569278425,TRUE
Name should think about what Name can have every dish .,-19.621931565917148,-235.46317879100576,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram7,-18.85824698569192,-19.621931565917148,TRUE
Name should think about every dish that Name can have *T* .,-18.85824698569192,-245.15721081399494,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram7,-18.85824698569192,-19.621931565917148,TRUE
Name should think about what Name can have every dish .,-19.50077215343425,-234.00926584121106,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram8,-18.781588507278947,-19.50077215343425,TRUE
Name should think about every dish that Name can have *T* .,-18.781588507278947,-244.16065059462633,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram8,-18.781588507278947,-19.50077215343425,TRUE
Name should think about what Name can have every dish .,-19.579919269452223,-234.95903123342666,bad,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram9,-18.81357773673508,-19.579919269452223,TRUE
Name should think about every dish that Name can have *T* .,-18.81357773673508,-244.57651057755604,good,wh_questions_object_gap,334,syntax,filler_gap_dependency,bigram9,-18.81357773673508,-19.579919269452223,TRUE
Name discovers who Name scared the lady .,-19.814306091453997,-178.32875482308594,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram1,-18.968518106818244,-19.814306091453997,TRUE
Name discovers the lady that Name scared *T* .,-18.968518106818244,-189.68518106818243,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram1,-18.968518106818244,-19.814306091453997,TRUE
Name discovers who Name scared the lady .,-19.88506123293331,-178.9655510963998,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram10,-19.118980086927472,-19.88506123293331,TRUE
Name discovers the lady that Name scared *T* .,-19.118980086927472,-191.18980086927473,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram10,-19.118980086927472,-19.88506123293331,TRUE
Name discovers who Name scared the lady .,-19.79995337289085,-178.1995803560177,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram2,-18.995405776264203,-19.79995337289085,TRUE
Name discovers the lady that Name scared *T* .,-18.995405776264203,-189.95405776264204,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram2,-18.995405776264203,-19.79995337289085,TRUE
Name discovers who Name scared the lady .,-19.787784310887112,-178.090058797984,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram3,-18.99101235341579,-19.787784310887112,TRUE
Name discovers the lady that Name scared *T* .,-18.99101235341579,-189.91012353415792,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram3,-18.99101235341579,-19.787784310887112,TRUE
Name discovers who Name scared the lady .,-19.910107765816942,-179.19096989235248,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram4,-19.134410551699844,-19.910107765816942,TRUE
Name discovers the lady that Name scared *T* .,-19.134410551699844,-191.34410551699844,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram4,-19.134410551699844,-19.910107765816942,TRUE
Name discovers who Name scared the lady .,-19.92519828311731,-179.3267845480558,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram5,-19.016600720037133,-19.92519828311731,TRUE
Name discovers the lady that Name scared *T* .,-19.016600720037133,-190.16600720037133,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram5,-19.016600720037133,-19.92519828311731,TRUE
Name discovers who Name scared the lady .,-19.82965492775807,-178.46689434982264,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram6,-18.966655871077517,-19.82965492775807,TRUE
Name discovers the lady that Name scared *T* .,-18.966655871077517,-189.66655871077512,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram6,-18.966655871077517,-19.82965492775807,TRUE
Name discovers who Name scared the lady .,-19.83409591515968,-178.50686323643708,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram7,-19.091971350688222,-19.83409591515968,TRUE
Name discovers the lady that Name scared *T* .,-19.091971350688222,-190.91971350688223,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram7,-19.091971350688222,-19.83409591515968,TRUE
Name discovers who Name scared the lady .,-19.7607337109878,-177.8466033988902,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram8,-18.94910281635856,-19.7607337109878,TRUE
Name discovers the lady that Name scared *T* .,-18.94910281635856,-189.49102816358558,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram8,-18.94910281635856,-19.7607337109878,TRUE
Name discovers who Name scared the lady .,-19.913891188367124,-179.22502069530412,bad,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram9,-18.95973875415969,-19.913891188367124,TRUE
Name discovers the lady that Name scared *T* .,-18.95973875415969,-189.59738754159696,good,wh_questions_object_gap,352,syntax,filler_gap_dependency,bigram9,-18.95973875415969,-19.913891188367124,TRUE
Name did see what Name could think about all horses .,-19.531230507302016,-234.3747660876242,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram1,-19.253492021021152,-19.531230507302016,TRUE
Name did see all horses that Name could think about *T* .,-19.253492021021152,-250.295396273275,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram1,-19.253492021021152,-19.531230507302016,TRUE
Name did see what Name could think about all horses .,-19.89126869589665,-238.69522435075984,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram10,-19.43848898725625,-19.89126869589665,TRUE
Name did see all horses that Name could think about *T* .,-19.43848898725625,-252.70035683433122,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram10,-19.43848898725625,-19.89126869589665,TRUE
Name did see what Name could think about all horses .,-19.552998316672657,-234.63597980007188,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram2,-19.357122843955903,-19.552998316672657,TRUE
Name did see all horses that Name could think about *T* .,-19.357122843955903,-251.64259697142677,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram2,-19.357122843955903,-19.552998316672657,TRUE
Name did see what Name could think about all horses .,-19.431401254861573,-233.1768150583389,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram3,-19.2462117021445,-19.431401254861573,TRUE
Name did see all horses that Name could think about *T* .,-19.2462117021445,-250.20075212787847,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram3,-19.2462117021445,-19.431401254861573,TRUE
Name did see what Name could think about all horses .,-19.859078943224876,-238.30894731869847,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram4,-19.38780660913259,-19.859078943224876,TRUE
Name did see all horses that Name could think about *T* .,-19.38780660913259,-252.04148591872365,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram4,-19.38780660913259,-19.859078943224876,TRUE
Name did see what Name could think about all horses .,-19.46435009841634,-233.57220118099607,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram5,-19.16736231026749,-19.46435009841634,TRUE
Name did see all horses that Name could think about *T* .,-19.16736231026749,-249.17571003347737,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram5,-19.16736231026749,-19.46435009841634,TRUE
Name did see what Name could think about all horses .,-19.703011256200387,-236.43613507440463,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram6,-19.24668893358102,-19.703011256200387,TRUE
Name did see all horses that Name could think about *T* .,-19.24668893358102,-250.20695613655326,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram6,-19.24668893358102,-19.703011256200387,TRUE
Name did see what Name could think about all horses .,-19.610420656011858,-235.32504787214228,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram7,-19.401312767637386,-19.610420656011858,TRUE
Name did see all horses that Name could think about *T* .,-19.401312767637386,-252.21706597928596,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram7,-19.401312767637386,-19.610420656011858,TRUE
Name did see what Name could think about all horses .,-19.67877029256084,-236.14524351073004,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram8,-19.190689802766254,-19.67877029256084,TRUE
Name did see all horses that Name could think about *T* .,-19.190689802766254,-249.47896743596135,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram8,-19.190689802766254,-19.67877029256084,TRUE
Name did see what Name could think about all horses .,-19.650312750662398,-235.80375300794873,bad,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram9,-19.245378896443583,-19.650312750662398,TRUE
Name did see all horses that Name could think about *T* .,-19.245378896443583,-250.18992565376658,good,wh_questions_object_gap,606,syntax,filler_gap_dependency,bigram9,-19.245378896443583,-19.650312750662398,TRUE
Name sees what Name should n't hide a goose .,-20.124639970717126,-221.3710396778884,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram1,-19.499208360734887,-20.124639970717126,TRUE
Name sees a goose that Name should n't hide *T* .,-19.499208360734887,-233.99050032881865,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram1,-19.499208360734887,-20.124639970717126,TRUE
Name sees what Name should n't hide a goose .,-20.1850429978224,-222.03547297604638,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram10,-19.543563096229597,-20.1850429978224,TRUE
Name sees a goose that Name should n't hide *T* .,-19.543563096229597,-234.5227571547551,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram10,-19.543563096229597,-20.1850429978224,TRUE
Name sees what Name should n't hide a goose .,-20.233678419518448,-222.57046261470293,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram2,-19.594357911948745,-20.233678419518448,TRUE
Name sees a goose that Name should n't hide *T* .,-19.594357911948745,-235.13229494338492,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram2,-19.594357911948745,-20.233678419518448,TRUE
Name sees what Name should n't hide a goose .,-20.21881911902036,-222.40701030922392,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram3,-19.56766979550992,-20.21881911902036,TRUE
Name sees a goose that Name should n't hide *T* .,-19.56766979550992,-234.812037546119,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram3,-19.56766979550992,-20.21881911902036,TRUE
Name sees what Name should n't hide a goose .,-20.38139455074901,-224.19534005823917,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram4,-19.73615854250461,-20.38139455074901,TRUE
Name sees a goose that Name should n't hide *T* .,-19.73615854250461,-236.83390251005534,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram4,-19.73615854250461,-20.38139455074901,TRUE
Name sees what Name should n't hide a goose .,-20.16689417360214,-221.83583590962354,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram5,-19.540201123666392,-20.16689417360214,TRUE
Name sees a goose that Name should n't hide *T* .,-19.540201123666392,-234.4824134839967,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram5,-19.540201123666392,-20.16689417360214,TRUE
Name sees what Name should n't hide a goose .,-20.57621366613376,-226.33835032747132,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram6,-19.76800721612804,-20.57621366613376,TRUE
Name sees a goose that Name should n't hide *T* .,-19.76800721612804,-237.21608659353643,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram6,-19.76800721612804,-20.57621366613376,TRUE
Name sees what Name should n't hide a goose .,-20.361143254932344,-223.97257580425577,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram7,-19.69878550622507,-20.361143254932344,TRUE
Name sees a goose that Name should n't hide *T* .,-19.69878550622507,-236.38542607470086,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram7,-19.69878550622507,-20.361143254932344,TRUE
Name sees what Name should n't hide a goose .,-20.09287295230753,-221.02160247538288,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram8,-19.437582478399957,-20.09287295230753,TRUE
Name sees a goose that Name should n't hide *T* .,-19.437582478399957,-233.25098974079944,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram8,-19.437582478399957,-20.09287295230753,TRUE
Name sees what Name should n't hide a goose .,-20.29910086134581,-223.2901094748039,bad,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram9,-19.589792818364632,-20.29910086134581,TRUE
Name sees a goose that Name should n't hide *T* .,-19.589792818364632,-235.07751382037557,good,wh_questions_object_gap,651,syntax,filler_gap_dependency,bigram9,-19.589792818364632,-20.29910086134581,TRUE
Name thinks about the shirt that Name took *T* .,-18.98626929412149,-208.84896223533644,good,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram1,-18.98626929412149,-19.193404570088006,TRUE
Name thinks about what Name took the shirt .,-19.193404570088006,-191.93404570088006,bad,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram1,-18.98626929412149,-19.193404570088006,TRUE
Name thinks about the shirt that Name took *T* .,-18.939543551923496,-208.33497907115844,good,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram10,-18.939543551923496,-19.2469183269196,TRUE
Name thinks about what Name took the shirt .,-19.2469183269196,-192.46918326919598,bad,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram10,-18.939543551923496,-19.2469183269196,TRUE
Name thinks about the shirt that Name took *T* .,-18.869116746425675,-207.56028421068243,good,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram2,-18.869116746425675,-19.30129514516956,TRUE
Name thinks about what Name took the shirt .,-19.30129514516956,-193.01295145169559,bad,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram2,-18.869116746425675,-19.30129514516956,TRUE
Name thinks about the shirt that Name took *T* .,-18.998782856565665,-208.98661142222232,good,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram3,-18.998782856565665,-19.577422926326964,TRUE
Name thinks about what Name took the shirt .,-19.577422926326964,-195.77422926326963,bad,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram3,-18.998782856565665,-19.577422926326964,TRUE
Name thinks about the shirt that Name took *T* .,-18.94451201523253,-208.38963216755778,good,wh_questions_object_gap,652,syntax,filler_gap_dependency,bigram4,-18.94451201523253,-19.21985286927129,TRUE
