Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name can n't find out that that movie that should win can n't sound like *T* .,-4.760854721069336,-85.69538879394531,"what , n't ride the of . you . *T* be *T* *T* *T* *T* *T* .","[-3.038832426071167, -5.5993971824646, -1.4186298847198486, -5.687851905822754, -5.676177978515625, -4.552721977233887, -5.761801242828369, -7.546126842498779, -2.9219894409179688, -9.100336074829102, -8.616455078125, -10.59011459350586, -3.666886329650879, -8.379873275756836, -2.1748580932617188, -0.879970908164978, -0.08324942737817764, -0.00010883215873036534]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample1,-5.107203960418701,-4.760854721069336,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-5.91392707824707,-106.45068359375,"what , n't play it . *T* *T* *T* *T* *T* *T* *T* *T* *T* *T* *T*","[-3.5443806648254395, -5.138270378112793, -1.5633903741836548, -5.375606536865234, -7.1202850341796875, -6.7578229904174805, -3.758219003677368, -7.396148681640625, -6.486073017120361, -12.82166576385498, -9.15710735321045, -11.947854995727539, -5.417107582092285, -10.585042953491211, -6.281532287597656, -0.006709902081638575, -3.093214511871338, -0.00025006983196362853]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample10,-5.91392707824707,-5.171145915985107,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-5.171145915985107,-93.08062744140625,"what , n't play it . . *T* . *T* be *T* *T* *T* *T* *T* .","[-3.5443806648254395, -5.138270378112793, -1.5633903741836548, -5.375606536865234, -7.1202850341796875, -2.9837806224823, -4.725254058837891, -6.759887218475342, -6.437001705169678, -11.149249076843262, -9.914676666259766, -10.145700454711914, -3.6518990993499756, -9.75026798248291, -3.9440791606903076, -0.4886009395122528, -0.38798850774765015, -0.00030596344731748104]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample10,-5.91392707824707,-5.171145915985107,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-4.713456153869629,-84.84220886230469,"what , n't change it ? ? *T* ? *T* ? *T* *T* *T* ? *T* ?","[-3.3328781127929688, -5.120120525360107, -0.831965446472168, -4.546170711517334, -3.200268507003784, -7.2794623374938965, -4.096107482910156, -7.326361656188965, -3.960001230239868, -7.637234687805176, -9.651934623718262, -10.14193058013916, -4.364543914794922, -9.818946838378906, -2.1374855041503906, -0.11547449231147766, -1.280968427658081, -0.00036054308293387294]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample2,-4.713456153869629,-4.27375078201294,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-4.27375078201294,-76.9275131225586,"what , n't change it ? ? 's ? *T* be *T* *T* *T* like *T* .","[-3.3328781127929688, -5.120120525360107, -0.831965446472168, -4.546170711517334, -3.200268507003784, -5.125147819519043, -4.325875759124756, -8.15192985534668, -3.8522539138793945, -6.814804553985596, -10.067244529724121, -9.10407829284668, -1.7786195278167725, -9.050585746765137, -0.9627411365509033, -0.5450247526168823, -0.11741548776626587, -0.00038258862332440913]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample2,-4.713456153869629,-4.27375078201294,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-5.996754169464111,-107.94157409667969,what . n't play it of *T* *T* *T* *T* *T* *T* *T* *T* *T* *T* ?,"[-3.209115743637085, -4.81348991394043, -1.1953182220458984, -4.489995002746582, -3.3461062908172607, -7.799900531768799, -3.3384950160980225, -9.786571502685547, -6.8490118980407715, -11.681937217712402, -9.730951309204102, -14.808980941772461, -8.429512023925781, -10.563828468322754, -4.556060791015625, -0.026709087193012238, -3.3153507709503174, -0.00024387246230617166]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample3,-5.996754169464111,-4.947432518005371,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-4.947432518005371,-89.05378723144531,what . n't play it of *T* *T* ? *T* be *T* *T* *T* *T* *T* .,"[-3.209115743637085, -4.81348991394043, -1.1953182220458984, -4.489995002746582, -3.3461062908172607, -3.202578544616699, -4.903064727783203, -9.190753936767578, -7.2793707847595215, -9.398463249206543, -9.153462409973145, -10.934276580810547, -5.190155982971191, -9.410064697265625, -2.590142250061035, -0.09008332341909409, -0.6571871638298035, -0.00015567521040793508]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample3,-5.996754169464111,-4.947432518005371,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-6.059013366699219,-109.06224060058594,"what , n't you it . *T* *T* *T* *T* *T* *T* *T* *T* *T* *T* .","[-3.3675284385681152, -4.55946683883667, -1.9052743911743164, -4.405474662780762, -7.978492736816406, -7.160711288452148, -3.4849562644958496, -10.142661094665527, -5.832064628601074, -10.762286186218262, -11.524907112121582, -15.853252410888672, -7.895905494689941, -10.415942192077637, -3.565617561340332, -0.01597568951547146, -0.19130398333072662, -0.0004172646440565586]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample4,-6.059013366699219,-5.439732074737549,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-5.439732074737549,-97.91517639160156,"what , n't you it . . . . . be *T* . you . that .","[-3.3675284385681152, -4.55946683883667, -1.9052743911743164, -4.405474662780762, -7.978492736816406, -3.8090579509735107, -5.32785177230835, -10.81022834777832, -5.770620346069336, -8.665153503417969, -12.314105987548828, -10.89401626586914, -3.8170976638793945, -9.825839042663574, -1.8950552940368652, -2.5535545349121094, -0.016001500189304352, -0.00035696811391972005]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample4,-6.059013366699219,-5.439732074737549,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-5.680563926696777,-102.25015258789062,"what , n't ? it . *T* *T* *T* *T* *T* *T* *T* *T* *T* *T* *T*","[-2.9871325492858887, -4.640105247497559, -0.9578056335449219, -3.9586875438690186, -3.1255860328674316, -8.087767601013184, -4.4799628257751465, -10.941583633422852, -5.7330121994018555, -9.193854331970215, -8.726849555969238, -12.697345733642578, -7.285597801208496, -12.190949440002441, -5.319388389587402, -0.028619473800063133, -1.8956246376037598, -0.00027891082572750747]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample5,-5.680563926696777,-4.744069576263428,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-4.744069576263428,-85.39324951171875,"what , n't ? it . way 's you 's be *T* *T* *T* *T* *T* .","[-2.9871325492858887, -4.640105247497559, -0.9578056335449219, -3.9586875438690186, -3.1255860328674316, -4.127080917358398, -5.141478061676025, -10.001977920532227, -3.5395591259002686, -6.169956684112549, -9.01128101348877, -9.899286270141602, -4.947202205657959, -11.428431510925293, -4.506769180297852, -0.047563325613737106, -0.9031146764755249, -0.0002233732520835474]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample5,-5.680563926696777,-4.744069576263428,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-5.574753284454346,-100.3455581665039,"what , n't play it . *T* *T* *T* *T* be *T* *T* *T* *T* *T* .","[-3.349701166152954, -4.308987617492676, -1.002158761024475, -5.084291934967041, -4.817384243011475, -7.299901485443115, -4.638435363769531, -9.586613655090332, -6.515265464782715, -8.733369827270508, -10.136053085327148, -11.88101577758789, -7.192816257476807, -11.623124122619629, -3.616600513458252, -0.04454590380191803, -0.5149139165878296, -0.00038223114097490907]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample6,-5.574753284454346,-4.95045280456543,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-4.95045280456543,-89.108154296875,"what , n't play it . . 's . *T* be *T* *T* *T* *T* *T* .","[-3.349701166152954, -4.308987617492676, -1.002158761024475, -5.084291934967041, -4.817384243011475, -4.492770671844482, -6.438610076904297, -8.383880615234375, -7.021871089935303, -7.148228645324707, -10.689613342285156, -8.822138786315918, -4.510763645172119, -10.731770515441895, -2.011258125305176, -0.14923982322216034, -0.14505931735038757, -0.00042512916843406856]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample6,-5.574753284454346,-4.95045280456543,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-5.119433403015137,-92.1498031616211,"what , n't tell it . *T* *T* *T* *T* be *T* *T* *T* *T* *T* .","[-3.405649185180664, -4.747884750366211, -2.3662514686584473, -4.508166313171387, -6.127864837646484, -7.196384906768799, -3.2332754135131836, -7.883752346038818, -5.4621477127075195, -7.892880916595459, -9.251181602478027, -13.309541702270508, -6.294151306152344, -8.305171966552734, -1.690244436264038, -0.04109543189406395, -0.43376657366752625, -0.000386640167562291]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample7,-5.119433403015137,-5.026701927185059,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-5.026701927185059,-90.48063659667969,"what , n't tell it . . . you . be . you you like that .","[-3.405649185180664, -4.747884750366211, -2.3662514686584473, -4.508166313171387, -6.127864837646484, -4.464789390563965, -5.57574462890625, -7.473760604858398, -5.118894577026367, -8.321715354919434, -10.008251190185547, -11.862098693847656, -4.273063659667969, -9.242280960083008, -0.8599246740341187, -2.1044063568115234, -0.019608698785305023, -0.00027771908207796514]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample7,-5.119433403015137,-5.026701927185059,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-5.010776996612549,-90.19398498535156,"what , n't play the , *T* *T* *T* *T* *T* *T* *T* END . *T* .","[-3.1054515838623047, -5.389750957489014, -0.9787842631340027, -6.000129699707031, -3.534942388534546, -7.649837970733643, -4.7380051612854, -6.221982479095459, -7.259431838989258, -9.468247413635254, -9.034929275512695, -11.406811714172363, -5.165635108947754, -8.317015647888184, -1.6993236541748047, -0.10555902868509293, -0.1179833933711052, -0.0001646144810365513]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample8,-5.010776996612549,-4.594478130340576,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-4.594478130340576,-82.70060729980469,"what , n't play the , way 's you 's be *T* *T* END like *T* .","[-3.1054515838623047, -5.389750957489014, -0.9787842631340027, -6.000129699707031, -3.534942388534546, -5.562493801116943, -6.456821441650391, -6.834097862243652, -6.638455867767334, -6.633824348449707, -9.676084518432617, -8.914285659790039, -2.944268226623535, -7.824772357940674, -0.9474311470985413, -1.1651173830032349, -0.09372595697641373, -0.00017426878912374377]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample8,-5.010776996612549,-4.594478130340576,FALSE
Name can n't find out who that movie that should win can n't sound like *T* .,-5.402036666870117,-97.23665618896484,"what , n't do it . *T* *T* *T* *T* *T* *T* *T* *T* *T* *T* .","[-3.224195957183838, -4.6055827140808105, -0.8045347929000854, -4.98818302154541, -3.831408739089966, -7.325963020324707, -4.325570583343506, -15.733524322509766, -7.820368766784668, -8.14310073852539, -10.11368179321289, -9.943922996520996, -2.952003002166748, -9.517635345458984, -3.637634754180908, -0.019686315208673477, -0.2494080662727356, -0.0002503081923350692]",good,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample9,-5.402036666870117,-5.365414142608643,FALSE
Name can n't find out that that movie that should win can n't sound like *T* .,-5.365414142608643,-96.57745361328125,"what , n't do it . you *T* *T* *T* *T* *T* *T* *T* *T* *T* .","[-3.224195957183838, -4.6055827140808105, -0.8045347929000854, -4.98818302154541, -3.831408739089966, -4.336134910583496, -5.443635940551758, -16.16802406311035, -7.697070598602295, -8.644933700561523, -9.854381561279297, -10.21002197265625, -3.0340802669525146, -9.549432754516602, -3.983069896697998, -0.022243067622184753, -0.18026958405971527, -0.00024530262453481555]",bad,wh_vs_that_with_gap_long_distance,427,syntax,filler_gap_dependency,sample9,-5.402036666870117,-5.365414142608643,FALSE
Name knew that all bananas that went bad can look like *T* .,-5.707188606262207,-79.90064239501953,"what , what you the ? *T* away *T* END *T* *T* .","[-3.038832426071167, -11.223241806030273, -3.893925189971924, -8.361202239990234, -12.589140892028809, -6.383996963500977, -6.745990753173828, -10.43462085723877, -8.137874603271484, -6.505470275878906, -2.196056604385376, -0.27336129546165466, -0.11677491664886475, -0.0001433984871255234]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample1,-6.389272212982178,-5.707188606262207,FALSE
Name knew what all bananas that went bad can look like *T* .,-6.389272212982178,-89.44981384277344,"what , what ? of ? *T* *T* *T* *T* *T* *T* .","[-3.038832426071167, -11.223241806030273, -1.5525096654891968, -8.009786605834961, -13.535968780517578, -8.193231582641602, -9.815467834472656, -10.519031524658203, -10.970866203308105, -8.102071762084961, -3.9515292644500732, -0.01988406479358673, -0.5172021985054016, -0.00019691436318680644]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample1,-6.389272212982178,-5.707188606262207,FALSE
Name knew that all bananas that went bad can look like *T* .,-5.66827392578125,-79.3558349609375,"what , you you the up *T* *T* *T* *T* *T* *T* .","[-3.5443806648254395, -11.243183135986328, -2.626965045928955, -6.841479778289795, -12.143959999084473, -5.731374263763428, -7.932110786437988, -9.943991661071777, -9.763697624206543, -6.613848686218262, -2.369617223739624, -0.04520070552825928, -0.5558590292930603, -0.00016723664884921163]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample10,-6.536891460418701,-5.66827392578125,FALSE
Name knew what all bananas that went bad can look like *T* .,-6.536891460418701,-91.5164794921875,"what , you ? the *T* *T* *T* *T* *T* *T* *T* ?","[-3.5443806648254395, -11.243183135986328, -3.4724230766296387, -7.93263053894043, -13.159749984741211, -6.100861072540283, -8.909089088439941, -10.2749662399292, -10.641640663146973, -7.960949420928955, -2.8079171180725098, -0.008452355861663818, -5.45994758605957, -0.00029225845355540514]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample10,-6.536891460418701,-5.66827392578125,FALSE
Name knew that all bananas that went bad can look like *T* .,-6.1646599769592285,-86.30523681640625,"what , . you the . way up . . . that .","[-3.3328781127929688, -11.350431442260742, -3.046400308609009, -6.426116466522217, -13.265469551086426, -5.532909393310547, -8.521699905395508, -11.386937141418457, -9.220365524291992, -6.7981438636779785, -3.4574666023254395, -3.9180173873901367, -0.04795587435364723, -0.0004409771354403347]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample2,-5.669173240661621,-6.1646599769592285,TRUE
Name knew what all bananas that went bad can look like *T* .,-5.669173240661621,-79.36842346191406,"what , . ? the ? *T* *T* ? ? like *T* .","[-3.3328781127929688, -11.350431442260742, -3.684293031692505, -6.035916805267334, -14.650541305541992, -3.523754596710205, -9.821283340454102, -10.376214027404785, -8.65860366821289, -6.472936630249023, -0.4748106002807617, -0.2028549313545227, -0.7835342884063721, -0.0003682888636831194]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample2,-5.669173240661621,-6.1646599769592285,TRUE
