Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what did n't Name figure out she did n't have *T* ?,what did n't Name figure out she did n't have *T* ?,-49.98472257623506,-4.165393548019588,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PP (IN _out) (NP _she) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),good,wh_island,166,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-4.165393548019588,-4.140547610189036,FALSE
what did n't Name figure out who did n't have *T* ?,what did n't Name figure out who did n't have *T* ?,-49.68657132226843,-4.140547610189036,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (WHNP _who) (S (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),bad,wh_island,166,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-4.165393548019588,-4.140547610189036,FALSE
what did n't Name figure out she did n't have *T* ?,what did n't Name figure out she did n't have *T* ?,-49.702027841837975,-4.141835653486498,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (NP _she) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),good,wh_island,166,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-4.141835653486498,-4.108926737329676,FALSE
what did n't Name figure out who did n't have *T* ?,what did n't Name figure out who did n't have *T* ?,-49.30712084795611,-4.108926737329676,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),bad,wh_island,166,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-4.141835653486498,-4.108926737329676,FALSE
what did n't Name figure out she did n't have *T* ?,what did n't Name figure out she did n't have *T* ?,-49.77771910745977,-4.14814325895498,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PP (IN _out) (NP _she) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),good,wh_island,166,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-4.14814325895498,-4.10639848526115,FALSE
what did n't Name figure out who did n't have *T* ?,what did n't Name figure out who did n't have *T* ?,-49.276781823133796,-4.10639848526115,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),bad,wh_island,166,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-4.14814325895498,-4.10639848526115,FALSE
what did n't Name figure out she did n't have *T* ?,what did n't Name figure out she did n't have *T* ?,-50.21293670639602,-4.184411392199668,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (NP _she) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),good,wh_island,166,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-4.184411392199668,-4.139532916233499,FALSE
what did n't Name figure out who did n't have *T* ?,what did n't Name figure out who did n't have *T* ?,-49.674394994801986,-4.139532916233499,(ROOT (WHNP _what) (VP (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),bad,wh_island,166,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-4.184411392199668,-4.139532916233499,FALSE
what did n't Name figure out she did n't have *T* ?,what did n't Name figure out she did n't have *T* ?,-50.491679058419706,-4.207639921534976,(ROOT (WHNP _what) (SQ (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (NP _she) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),good,wh_island,166,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-4.207639921534976,-4.210935533146538,TRUE
what did n't Name figure out who did n't have *T* ?,what did n't Name figure out who did n't have *T* ?,-50.53122639775845,-4.210935533146538,(ROOT (WHNP _what) (SQ (AUX _did) (NOT _n't) (NP _Name) (VP (VB _figure) (PRT _out) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (VP (VB _have) (NP _*T*)))))) (. _?)),bad,wh_island,166,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-4.207639921534976,-4.210935533146538,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-60.56693070963326,-5.047244225802772,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-4.8250464051606965,-5.047244225802772,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-57.90055686192836,-4.8250464051606965,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-4.8250464051606965,-5.047244225802772,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-60.1016537902271,-5.008471149185591,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (S (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-4.712845459232288,-5.008471149185591,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-56.55414551078745,-4.712845459232288,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-4.712845459232288,-5.008471149185591,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-59.45988506998067,-4.95499042249839,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-4.710198544855007,-4.95499042249839,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-56.522382538260075,-4.710198544855007,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-4.710198544855007,-4.95499042249839,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-59.26350385930495,-4.938625321608746,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-4.719427634134679,-4.938625321608746,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-56.63313160961614,-4.719427634134679,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-4.719427634134679,-4.938625321608746,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-59.872082619754714,-4.9893402183128925,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-4.7837413112683205,-4.9893402183128925,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-57.404895735219846,-4.7837413112683205,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-4.7837413112683205,-4.9893402183128925,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-61.62585417417638,-5.135487847848032,(ROOT (WHNP _what) (VP (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (S (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-4.85002712794853,-5.135487847848032,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-58.200325535382355,-4.85002712794853,(ROOT (WHNP _what) (VP (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-4.85002712794853,-5.135487847848032,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-59.39087971037679,-4.9492399758647325,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-4.715707281733345,-4.9492399758647325,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-56.58848738080014,-4.715707281733345,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-4.715707281733345,-4.9492399758647325,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-59.69657535411595,-4.974714612842996,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-4.721621798600283,-4.974714612842996,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-56.65946158320339,-4.721621798600283,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-4.721621798600283,-4.974714612842996,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-59.747849289623076,-4.978987440801923,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-4.760728750476748,-4.978987440801923,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-57.12874500572097,-4.760728750476748,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-4.760728750476748,-4.978987440801923,TRUE
what do those children know who were n't running around *T* ?,what do those children know who were n't running around *T* ?,-61.9398869910001,-5.161657249250008,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (SBAR (WHNP _who) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*))))))) (. _?)),bad,wh_island,178,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-4.905016330907718,-5.161657249250008,TRUE
what do those children know they were n't running around *T* ?,what do those children know they were n't running around *T* ?,-58.86019597089261,-4.905016330907718,(ROOT (WHNP _what) (SQ (AUX _do) (NP (DT _those) (NNS _children)) (VP (VB _know) (NP _they) (VP (AUX _were) (NOT _n't) (VP (VBG _running) (PP (IN _around) (NP _*T*)))))) (. _?)),good,wh_island,178,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-4.905016330907718,-5.161657249250008,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-61.60213752559289,-5.133511460466074,(ROOT (WHNP _what) (SQ (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.133511460466074,-5.312504427307063,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-63.75005312768476,-5.312504427307063,(ROOT (WHNP _what) (SQ (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _?)),bad,wh_island,181,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.133511460466074,-5.312504427307063,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-60.8682137757462,-5.07235114797885,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.07235114797885,-5.319635665083621,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-63.83562798100345,-5.319635665083621,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (S (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _?)),bad,wh_island,181,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.07235114797885,-5.319635665083621,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-60.82884928128177,-5.0690707734401474,(ROOT (WHNP _what) (SQ (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.0690707734401474,-5.26253180339776,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-63.15038164077312,-5.26253180339776,(ROOT (WHNP _what) (SQ (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _?)),bad,wh_island,181,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.0690707734401474,-5.26253180339776,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-60.380493028972154,-5.031707752414346,(ROOT (WHNP _what) (SQ (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.031707752414346,-5.193297265478011,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-62.31956718573614,-5.193297265478011,(ROOT (WHNP _what) (SQ (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _?)),bad,wh_island,181,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.031707752414346,-5.193297265478011,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-60.290286254961146,-5.024190521246762,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.024190521246762,-5.18979744774982,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-62.27756937299784,-5.18979744774982,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _?)),bad,wh_island,181,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.024190521246762,-5.18979744774982,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-59.49492406471949,-4.957910338726625,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP _bike) (VP _to))) (ADVP _*T*)) (. _?)),good,wh_island,181,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-4.957910338726625,-5.172148292769696,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-62.06577951323635,-5.172148292769696,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (S (AUX _did) (NOT _n't) (NP _bike) (VP _to)))) (ADVP _*T*)) (. _?)),bad,wh_island,181,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-4.957910338726625,-5.172148292769696,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-59.82474693514864,-4.9853955779290535,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-4.9853955779290535,-5.187585376074959,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-62.251024512899505,-5.187585376074959,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _?)),bad,wh_island,181,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-4.9853955779290535,-5.187585376074959,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-59.115761006250516,-4.926313417187543,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP _bike) (VP _to))) (ADVP _*T*)) (. _?)),good,wh_island,181,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-4.926313417187543,-5.119189375603695,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-61.43027250724435,-5.119189375603695,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (NP _bike) (VP _to)))) (ADVP _*T*)) (. _?)),bad,wh_island,181,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-4.926313417187543,-5.119189375603695,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-59.976322201058494,-4.998026850088208,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-4.998026850088208,-5.182623665515704,TRUE
what would n't Name realize who did n't bike to *T* ?,what would n't Name realize who did n't bike to *T* ?,-62.19148398618845,-5.182623665515704,(ROOT (WHNP _what) (VP (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (SBAR (WHNP _who) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*))))))) (. _?)),bad,wh_island,181,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-4.998026850088208,-5.182623665515704,TRUE
what would n't Name realize she did n't bike to *T* ?,what would n't Name realize she did n't bike to *T* ?,-60.94799444441224,-5.0789995370343535,(ROOT (WHNP _what) (SQ (MD _would) (NOT _n't) (NP _Name) (VP (VB _realize) (NP _she) (VP (AUX _did) (NOT _n't) (NP (NN _bike) (PP (IN _to) (NP _*T*)))))) (. _?)),good,wh_island,181,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.0789995370343535,-5.275854496083501,TRUE
